,logFC,AveExpr,t,P.Value,adj.P.Val,B,change
OASL,-0.581914373584131,5.42816050666746,-1.53197046208976,0.132536283727053,0.256330504766356,-5.74609870131401,Not
SRP72,0.0425663581576941,3.16224891650272,1.53170446917303,0.132601846608428,0.256417322027491,-5.74649044731987,Not
CLCC1,0.199278333992909,4.62625237122826,1.53127326893786,0.132708185526765,0.256582950130704,-5.74712537543248,Not
FEV,0.0698528139899648,3.49176520463383,1.53054348400292,0.132888314346114,0.256891172511666,-5.74819959313494,Not
MED23,-0.193658937562679,7.18542331375102,-1.53020822845352,0.132971129195692,0.25698992225824,-5.74869292300903,Not
ACOXL,0.0552608977275857,3.18982283043988,1.53016893982081,0.13298083697923,0.25698992225824,-5.7487507300214,Not
SEPT2,0.154101928070855,10.2199879721596,1.52966099155695,0.133106396404257,0.257192496432777,-5.74949797532029,Not
BPIFA1,0.109009652582031,2.92831910569769,1.52925319523031,0.133207267957639,0.25734731222408,-5.75009772499442,Not
OR3A2,0.0147590805919493,2.30064463685054,1.52907998483158,0.133250131379708,0.25739002951293,-5.75035242351283,Not
DMBT1,0.0498994384559506,2.5032790566824,1.52886472426823,0.133303416099785,0.257452860461793,-5.75066891881823,Not
KIAA1024,0.0386580495742197,3.15534805728091,1.52856158674591,0.133378482423562,0.257557732757191,-5.75111455066423,Not
HIST1H3G,0.147742975772542,5.59656340924423,1.5284105524203,0.133415895860314,0.257589874899669,-5.7513365512427,Not
NRCAM,-0.0302113655537868,2.80399225751223,-1.52816698815579,0.13347624801442,0.257666288579432,-5.75169451705156,Not
SRRT,0.276665607702705,4.74907177740014,1.52799005488416,0.133520103539212,0.257710837876883,-5.75195452324717,Not
LAMC3,0.0492524350499419,2.42619913114572,1.52754538157962,0.133630373262844,0.257883541244601,-5.75260785793299,Not
TCF25,0.243878338459316,8.85055969966508,1.5272650610784,0.133699924329412,0.257977623126585,-5.7530196298612,Not
ARHGDIG,0.0179526549102169,2.48654126155503,1.52684427012504,0.133804382229654,0.258139018944533,-5.75363761569123,Not
MMP19,0.150691722866109,5.48342316079891,1.52587247797405,0.134045871022534,0.258564687137245,-5.75506423193361,Not
HTR6,0.133543442044529,5.4050843150265,1.52542451025457,0.134157307542154,0.258739400629036,-5.7557215848181,Not
TMEM255A,0.191825752017186,3.07918294205265,1.52485883300423,0.134298131280942,0.258970727966033,-5.75655141765576,Not
CSNK1D,-0.343556341882088,7.53147043712534,-1.5246891163981,0.134340404778507,0.259011975822762,-5.75680033315056,Not
ALPK1,-0.242872219172714,5.82792938605265,-1.52419299843232,0.13446404024233,0.259210054573456,-5.75752782332793,Not
HELLS,0.47440179478648,4.34404705338791,1.52399158885038,0.134514258616077,0.259246972280796,-5.75782310249332,Not
TSPYL5,-0.357104069445735,4.32948930641169,-1.52394853630021,0.13452499504952,0.259246972280796,-5.75788621569093,Not
TRIM10,0.074453910330412,2.40075114594905,1.52381589524735,0.134558077344487,0.259270441712548,-5.75808065170654,Not
TNFAIP2,-0.141416295714964,1.53849953121603,-1.52346119517827,0.134646575799401,0.259400664746811,-5.75860052495107,Not
PHIP,-0.379702431729205,8.73421200932235,-1.52244738025562,0.13489978130908,0.259811720206367,-5.76008584189337,Not
CINP,0.0951051051243996,2.51177548752751,1.5224391576484,0.134901836501572,0.259811720206367,-5.76009788500458,Not
PTGIR,0.164053908337679,4.6508417673125,1.52200867198976,0.135009468804961,0.259978643314381,-5.76072830714835,Not
RAD54L,0.157797243278124,4.48725264680537,1.52150716153121,0.135134945591232,0.260166299066572,-5.76146253855988,Not
TANC2,0.0749339449636448,2.71106998188859,1.52145152109387,0.135148872441016,0.260166299066572,-5.76154398495376,Not
DALRD3,0.174767839170012,4.61556599702004,1.52133027171869,0.135179225235456,0.260184346771471,-5.76172146032192,Not
SS18,0.271859459806192,6.76918777995041,1.5208149916686,0.135308277885359,0.260392330583724,-5.7624755448511,Not
TCIM,0.10055102083678,3.6143127095591,1.5206404160001,0.135352022924488,0.260436106163888,-5.76273097470849,Not
BHMT,0.0660184068178471,2.7679776836695,1.52036314234516,0.13542152515808,0.260529420898972,-5.76313661249736,Not
MGST3,0.336076641749942,9.27311109938213,1.51956369484648,0.135622076558492,0.260874785290785,-5.76430579186632,Not
CPSF1,0.249514776092307,2.77264095605978,1.51916292806412,0.135722703100007,0.260983777081438,-5.76489169840431,Not
NDUFAB1,0.301638087748314,9.74531349905639,1.5191059519423,0.135737013788907,0.260983777081438,-5.76497498412379,Not
TMEM165,-0.294325720961299,7.44193213378261,-1.51905973532804,0.135748622897695,0.260983777081438,-5.76504253989994,Not
SLC35A5,-0.421142007742731,6.48581399755639,-1.51900287557878,0.135762906533052,0.260983777081438,-5.76512565042392,Not
SDHD,-0.205470281492545,9.21349870202921,-1.5188693953804,0.135796442567282,0.261007791284984,-5.76532074419223,Not
NPTXR,0.131780937517306,3.3199091678553,1.51841757102556,0.135910009579443,0.261185597894922,-5.76598101296769,Not
RTN4,0.178350173057696,11.7665621134137,1.51813370683605,0.135981398209068,0.261282305497609,-5.76639574434539,Not
TRIOBP,-0.245862695313458,7.54948847862806,-1.51778213995534,0.136069854776985,0.261387509853216,-5.76690929384097,Not
MGAT4C,0.0565254960017425,3.3395902152962,1.5177485855228,0.136078299695414,0.261387509853216,-5.76695830269879,Not
LAMC2,0.128355296139424,3.86978291390965,1.51744428433505,0.136154904760075,0.261494159761414,-5.76740271364793,Not
SNCAIP,0.296667847161119,2.72828386818988,1.51733728895439,0.136181848052013,0.261505412817637,-5.76755895395028,Not
GPRC5B,0.0222255184471769,2.08617433898913,1.51725280210308,0.136203126311755,0.261505785703513,-5.76768231909195,Not
TM6SF2,0.0687683215045061,3.89557337546875,1.51688697700384,0.136295291041288,0.261642237236511,-5.76821641435676,Not
ANOS1,0.188483196321574,2.92471310889912,1.51654872942689,0.136380552248586,0.261765396090872,-5.76871014382467,Not
GDF15,-0.0179729232693484,2.20857268594871,-1.51629532216546,0.136444455848172,0.261847529921845,-5.76907996947174,Not
BBS9,0.142463985514785,3.16076771353499,1.51604677694678,0.136507156550985,0.261927330244719,-5.76944264526175,Not
MYBPH,0.118618275391286,2.11869598132846,1.5153806430229,0.136675316041421,0.262209426892767,-5.77041439975358,Not
RPARP-AS1,0.115853645500841,3.11706986478465,1.51470501320159,0.136846041407091,0.262496358115087,-5.77139961341688,Not
SLC13A4,-0.0360061374776421,2.51868708211175,-1.51427094282984,0.136955816645725,0.262666304910612,-5.77203237235463,Not
CACNA2D1,0.0278170543319722,1.89199972529891,1.51398749574479,0.137027537544366,0.262763226370249,-5.7724454743949,Not
CDH9,0.258627846023379,3.01159731257846,1.51364720483061,0.13711368124642,0.262887770675429,-5.77294132974707,Not
SNRNP25,0.605922712493149,7.01123555773743,1.51353832923601,0.137141251916459,0.262899991888692,-5.77309995673242,Not
CFAP298,0.36484916635048,6.771821088232,1.51340234274921,0.137175694110797,0.262911026089331,-5.77329806864737,Not
C5orf15,0.291627329691051,7.95461612789368,1.51332329686663,0.137195717751722,0.262911026089331,-5.77341321926288,Not
TRPC6,0.0392796517751801,2.89606066877412,1.51326455322229,0.137210600006147,0.262911026089331,-5.77349879094352,Not
MCM3,0.44636893107362,8.2020414735659,1.51306787466495,0.137260436386652,0.2629658931887,-5.773785270164,Not
FXYD2,0.0464100431048671,2.60326133484952,1.51283455709107,0.137319575438066,0.263038562804376,-5.7741250737008,Not
MRPL19,0.274725587383355,7.18250451795584,1.51180812598722,0.137579986382573,0.263496691028884,-5.77561940570301,Not
BNC1,0.0855923178266198,3.08872585304687,1.51169425784097,0.13760889956273,0.263511375833956,-5.77578512450976,Not
N6AMT1,0.100297266042009,3.64257457601019,1.51158352722146,0.137637020711818,0.263524539655554,-5.7759462662938,Not
GJB4,0.044658866883776,3.15229918478397,1.51143339663433,0.137675155190305,0.263556868316924,-5.77616472824517,Not
C17orf53,0.079538646380708,3.47369259643003,1.51096530710615,0.137794108063142,0.263697015565199,-5.77684574124808,Not
TBX19,0.0444774965915253,2.48963060806318,1.51090131169488,0.137810377206522,0.263697015565199,-5.77693883195279,Not
ZNF493,0.208619692818149,3.3239151895822,1.51084294023185,0.137825217944171,0.263697015565199,-5.77702373869793,Not
CSDC2,-0.0529782854348562,2.28312073926698,-1.51081073170118,0.137833407394113,0.263697015565199,-5.77707058774695,Not
PWAR5,0.105835797174098,3.51191826390489,1.51055487914998,0.137898475101963,0.263780812259352,-5.77744270709895,Not
PSORS1C2,0.0291009974611778,2.02374335998811,1.51026140416753,0.137973140973517,0.263840444563667,-5.77786947557134,Not
CAB39L,0.084417794585157,2.39264574907337,1.51019179516974,0.137990855611487,0.263840444563667,-5.77797068932108,Not
GSTA4,0.407483981811057,3.86251846004755,1.51018153673754,0.137993466410103,0.263840444563667,-5.77798560505964,Not
DPYS,0.0291177709567325,2.82979819183764,1.51006343002265,0.138023527721686,0.263857246352045,-5.77815732538509,Not
NDUFA4L2,-0.0112699925346136,2.068352067143,-1.50987533810515,0.138071412904732,0.263861546887511,-5.77843077512182,Not
PLSCR4,0.24959171120096,2.94106547978838,1.50984638400507,0.13807878532907,0.263861546887511,-5.778472866125,Not
PROP1,0.106431799717248,2.7769683416841,1.50980391573966,0.138089599358771,0.263861546887511,-5.77853460155222,Not
GFI1B,-0.52918680162542,4.67916329826087,-1.5096377234988,0.138131924687004,0.263901765541113,-5.77877617744525,Not
RNF167,-0.115930765166402,7.45879050071807,-1.5093762536075,0.138198535950924,0.263988363067814,-5.77915619968811,Not
POLR2H,0.310609092793029,7.43089976344701,1.50918932908471,0.138246171947703,0.264038692742124,-5.77942784073154,Not
RPP25,0.223012488140384,2.42222814239844,1.50906911384038,0.138276814607035,0.264056556054049,-5.77960252297734,Not
SPATS2L,0.0385378976617785,3.03146033004212,1.50893690815455,0.138310519854666,0.264080261354282,-5.77979461378074,Not
PRND,0.0277185751366598,3.00620240464504,1.50873178978366,0.138362826815511,0.264139470677664,-5.78009261441062,Not
KCNMA1,0.0134027228566724,2.3297748287877,1.50793520210425,0.138566112973716,0.264486841984149,-5.78124956831991,Not
ADAM5,0.0311667219042109,2.24387281754552,1.50779556730568,0.138601771730235,0.264514198302831,-5.78145231532551,Not
MYH2,0.0470087260899041,2.7355133892697,1.50750062738545,0.138677115012893,0.264617270385372,-5.78188050663002,Not
EPHA4,-0.102116217004689,2.61785939186787,-1.5073163598792,0.138724203244584,0.264666404067462,-5.78214798626929,Not
HAPLN1,0.0607354472957327,3.12157651573098,1.50713175901415,0.138771389426518,0.264715709482791,-5.78241592020744,Not
CEACAM4,-0.169501459158772,6.31572559627106,-1.50613174802733,0.139027226280015,0.26516295364463,-5.78386684415002,Not
ERI3,0.243010831260518,3.3378826969983,1.50539160392273,0.139216821972631,0.265483739687354,-5.78494016517048,Not
PLCH2,-0.0481637815924885,1.73645115117154,-1.5052083186827,0.139263804184173,0.265532507808808,-5.78520588292402,Not
PTH,0.0329195378743945,3.08283941617969,1.50466694739125,0.139402649645079,0.265756388494915,-5.7859905652784,Not
PTN,-0.0753961773659841,2.44235660643206,-1.50434939342438,0.139484143927643,0.265862190118342,-5.78645072040432,Not
LAMB1,0.0657512386770431,3.44065408494226,1.50420724954217,0.139520634772976,0.265862190118342,-5.78665666716566,Not
NDUFB8,0.182953990469418,9.39018859640387,1.50418314254302,0.139526824218658,0.265862190118342,-5.78669159311912,Not
SLC25A10,0.0536084188884609,2.41243844682609,1.50406403741657,0.139557407535518,0.265862190118342,-5.78686414388835,Not
NDE1,-0.35225799136466,7.80212240998132,-1.50403320856894,0.139565324507017,0.265862190118342,-5.78690880445054,Not
CASR,0.0681809121501797,2.76397613776868,1.50381533881239,0.139621284517923,0.265927947155375,-5.7872244003927,Not
TTLL12,0.338851420249339,6.23308517148607,1.50341626029215,0.13972383442596,0.266082407244769,-5.78780237977631,Not
EIF2B5,0.199445001171031,6.86599518115965,1.50298279177568,0.139835289289046,0.266240585496524,-5.78843000867765,Not
PFDN5,0.181258273257809,11.5623443950272,1.50292626899176,0.139849827824708,0.266240585496524,-5.78851183725004,Not
NCBP3,0.303570434415928,5.22546038256692,1.50261757539465,0.139929249812896,0.266311657516945,-5.78895868685912,Not
DLG1,0.27359203116665,6.03614668600408,1.50252032524306,0.139954278170354,0.266311657516945,-5.78909944420025,Not
CEP135,-0.212621856621271,5.92041978462874,-1.50239608353184,0.139986258271093,0.266311657516945,-5.78927925644965,Not
NTS,0.0386548826090154,3.19793459691101,1.50225987834787,0.140021324474391,0.266311657516945,-5.78947636773019,Not
NUSAP1,0.969466887219345,7.17896939639538,1.50222905923238,0.140029259865107,0.266311657516945,-5.78952096581426,Not
RIN3,-0.359901771760518,4.84662235395924,-1.50220691391222,0.140034962123925,0.266311657516945,-5.78955301161134,Not
MKKS,0.354034841063164,5.94486451682235,1.50219720900791,0.140037461124367,0.266311657516945,-5.78956705513898,Not
CA9,0.0521669442775874,4.7550458451858,1.50195610349492,0.140099556870695,0.266388901405371,-5.78991592169713,Not
GDAP2,0.122881318727885,3.48681624577548,1.50146006694527,0.140227377927794,0.266591074254817,-5.79063350047803,Not
IL23A,0.0152773889915254,1.93741796694939,1.50064306828332,0.140438108131892,0.266922169571825,-5.79181492414961,Not
RAD17,0.166142093196094,7.0076565167748,1.50061800706964,0.140444576201381,0.266922169571825,-5.79185115481725,Not
RAVER2,0.0194589038546282,2.3183615087517,1.50046730349093,0.140483476407067,0.266955195017138,-5.792069013473,Not
RAP2A,0.0383114418432102,2.42600274328057,1.50036893356543,0.140508872661989,0.266962553251631,-5.79221120739219,Not
AR,0.137391087127765,2.32469429747045,1.50010913606331,0.140575962370356,0.267049113383293,-5.7925867046836,Not
RBM14,0.232984977562563,6.34968812366304,1.50000614954002,0.140602564498231,0.267058745401463,-5.79273553958348,Not
PRR36,-0.0408475668293264,2.12822171331216,-1.49984023656113,0.14064542937778,0.267099259006678,-5.79297529562788,Not
RALB,-0.382141340303546,9.08397017472486,-1.4996089814368,0.140705193224026,0.267120083143519,-5.79330943573115,Not
KLHL11,0.0715666591435711,2.50770298170346,1.4996046689466,0.14070630790343,0.267120083143519,-5.79331566639802,Not
MARCH2,-0.231842710971572,6.35708050675,-1.49954781166163,0.140721004858482,0.267120083143519,-5.79339781203926,Not
GOLGB1,0.213877500840145,5.68132861131794,1.49933711401394,0.140775478417669,0.26718259507488,-5.79370219692042,Not
WASHC4,-0.320663497456069,7.26000135071807,-1.49902437956954,0.140856363362375,0.267262059509511,-5.7941539182438,Not
NOMO2,0.0701563899434494,2.58415054796264,1.49898934182969,0.140865427745945,0.267262059509511,-5.7942045223116,Not
ARHGAP24,-0.0286089555390014,2.4010845286909,-1.49891045226607,0.140885838443568,0.267262059509511,-5.79431845647888,Not
SEMA3E,0.118885349070191,3.83968131165795,1.49884204102092,0.140903540041336,0.267262059509511,-5.79441725322391,Not
B3GALNT1,0.233011374398679,3.63974479789436,1.49848123168938,0.14099692968976,0.267398305648637,-5.79493825198986,Not
SLC28A1,0.198222198872775,4.71347386280876,1.49839387433042,0.141019548119973,0.267400314222906,-5.79506437656913,Not
OR52A1,0.045022774734977,2.55618185767561,1.49786578072371,0.141156342682895,0.267618789100573,-5.79582668463947,Not
TTC17,0.219251493737023,6.90335082757337,1.49747287092989,0.141258188326087,0.267770947548289,-5.79639369601271,Not
SPN,0.147273969232696,5.82693012615455,1.49729082333377,0.141305396433729,0.267819503662521,-5.79665636481705,Not
SSPN,0.109075421977344,4.20195658830842,1.49710826329822,0.141352750009814,0.267868320606832,-5.79691974400672,Not
PLCB3,-0.103258000264423,3.48844438073268,-1.49682649412576,0.141425861818215,0.267965927914959,-5.79732619513583,Not
FILIP1L,0.0347072845303491,2.57031601177853,1.49650937060581,0.141508183085216,0.268051061078201,-5.79778356206776,Not
PINK1,-0.32121496905913,6.26471626213893,-1.496486903892,0.141514016604052,0.268051061078201,-5.79781596104592,Not
IL1RL1,0.143189257271096,3.07171808976461,1.49620849944346,0.141586320620556,0.268117257620977,-5.79821740826707,Not
KIF3B,-0.250622176305467,5.91295504879857,-1.49618587198699,0.14159219845339,0.268117257620977,-5.79825003311708,Not
CYP19A1,0.0841989740350972,3.73072635173743,1.4957165546495,0.1417141546075,0.268307229369077,-5.79892660636613,Not
CDADC1,0.148335799699943,3.37447738968173,1.49519497222669,0.141849790137125,0.268523038319713,-5.79967830037764,Not
NME4,0.60129576551232,8.10484021237195,1.49434010016536,0.142072319249926,0.268903246704842,-5.80090981191542,Not
EDNRB,0.100662337485157,4.37860963527955,1.49422212120371,0.142103051738933,0.268920376978637,-5.80107972002176,Not
TMEM47,0.0297572413159268,2.86354489593478,1.49373330319037,0.142230440790403,0.269062883268068,-5.80178356492921,Not
HEXA-AS1,0.0646751980532461,3.28867817652887,1.49371857613575,0.142234280159586,0.269062883268068,-5.80180476705796,Not
CCDC87,0.0601614518180313,3.03204220295992,1.49368346086947,0.142243435103501,0.269062883268068,-5.8018553207621,Not
CBX4,-0.355769457520071,4.96155229693037,-1.49327019477622,0.142351213354285,0.269196100484913,-5.80245019865397,Not
NFYA,-0.132670682020312,5.87360027297622,-1.49315523204932,0.142381206722298,0.269196100484913,-5.80261565584086,Not
UNG,0.580459476060458,5.96319738465897,1.4931210181493,0.142390133975852,0.269196100484913,-5.80266489510323,Not
RGS13,0.0509934942655685,2.90539920062806,1.49304160570786,0.142410856359838,0.269196100484913,-5.80277917834655,Not
ASB13,0.270497103970014,5.53167409537772,1.49299743875317,0.142422382599532,0.269196100484913,-5.802842737076,Not
SMAD4,0.0988238149571519,3.33847986144429,1.49255812417992,0.142537070726203,0.269371825113074,-5.80347484283703,Not
TAAR5,0.0456619024128624,1.81773494152785,1.49204552914114,0.142670982183829,0.269583819626148,-5.80421217513116,Not
RHOD,0.012618509328064,1.52999452051596,1.49082898859634,0.142989193460858,0.270143940060171,-5.80596116682923,Not
HOPX,-1.07400182203263,6.69062655695007,-1.49074559776165,0.143011026654157,0.270144039535715,-5.80608100859622,Not
SERPINA5,0.0592306322793288,2.48367931014504,1.49003479761333,0.143197234023469,0.270454590161884,-5.80710226008776,Not
