,logFC,AveExpr,t,P.Value,adj.P.Val,B,change
RBFADN,-0.0149030849611167,2.4014455648373,-0.387870884442891,0.699941873553906,0.799022462741749,-6.82754582695152,Not
C16orf71,-0.00493068641754668,2.54563313814198,-0.387467267518839,0.700238486561137,0.799215291138209,-6.82770366307033,Not
NSFL1C,0.0681298776611152,7.44453287470822,0.387400529798343,0.700287535828359,0.799215291138209,-6.82772974541465,Not
KCNJ5,0.00570678686568549,2.32465764420448,0.387377989061361,0.700304102563094,0.799215291138209,-6.82773855374636,Not
DCHS2,0.00358284428695921,2.40334370482711,0.386838019352984,0.700701007400789,0.799594681644309,-6.82794940764729,Not
PRLH,0.0352175730748208,3.2495808113322,0.386072269765524,0.701264016605086,0.800144322751569,-6.82824792588267,Not
ABCD2,0.00611415840733454,2.88029412315251,0.386007435156514,0.701311693350989,0.800144322751569,-6.82827317389298,Not
YOD1,-0.079392106269891,3.42329183486413,-0.385146493265758,0.701944910342768,0.800793112857004,-6.82860804410104,Not
IL36G,-0.00315639545691271,2.40305873844158,-0.384822304096436,0.702183404780583,0.800951498104461,-6.82873394756109,Not
ARHGEF16,0.017272542098917,4.65313102902853,0.384782214564305,0.702212899329832,0.800951498104461,-6.82874950958213,Not
C11orf68,-0.0579166746185109,6.09675910431691,-0.384595633075661,0.702350176596749,0.800981165924068,-6.82882191590304,Not
GATAD2A,-0.0405901433920679,7.23081991233458,-0.384571315392721,0.702368069063143,0.800981165924068,-6.82883135024999,Not
THAP1,-0.0662935754760214,5.60987289730842,-0.384270599069721,0.70258934422668,0.801155303446606,-6.82894796790571,Not
PATJ,-0.0316170083953127,4.32065020400645,-0.384152073685559,0.702676565553492,0.801155303446606,-6.82899390709871,Not
GAS7,-0.109368026494529,8.19294358901563,-0.384030703734567,0.702765884354262,0.801155303446606,-6.8290409342269,Not
IGHV5-78,-0.0288602662301676,4.12941130121841,-0.383930376853241,0.702839720302469,0.801155303446606,-6.82907979666711,Not
TUBA8,-0.00371615132547909,2.38732414876087,-0.383901779162798,0.702860767411803,0.801155303446606,-6.82909087236961,Not
TNFRSF21,0.0920769501412875,3.99371150029484,0.38383715536609,0.702908329606221,0.801155303446606,-6.8291158977339,Not
CNKSR2,0.00868640554993938,2.80200589842459,0.383686923253429,0.703018902947726,0.801207704976628,-6.82917405847853,Not
NRDE2,-0.00751511409669314,3.38531152014538,-0.383492317505643,0.703162145679716,0.801297325695104,-6.82924936437223,Not
AGPAT3,0.0285043421777045,2.01128156711481,0.383226522705988,0.703357805871099,0.801446657438608,-6.8293521567216,Not
MMP15,-0.00339065421490403,2.03408277144327,-0.382934258574132,0.703572974439924,0.801618188680725,-6.82946510398008,Not
MUC3A,-0.0497946437823318,6.22084877611073,-0.382658903498701,0.703775716796512,0.801775531866184,-6.82957143831085,Not
NUP205,0.0700884243816731,6.25755944542323,0.382225249864145,0.704095057601516,0.802065668573806,-6.82973874898992,Not
ZNF345,0.00890052939693531,3.22882447260462,0.381646874591206,0.70452105477723,0.802477237799796,-6.82996160232999,Not
STAMBPL1,0.0123331084235603,3.10053358449796,0.381439701289997,0.704673669750004,0.80250780711029,-6.83004134656288,Not
IL21,0.00381012233263434,2.70831930081556,0.381434776164128,0.704677298011624,0.80250780711029,-6.83004324179711,Not
MAGEH1,0.0479929874180298,5.60111329846026,0.380912229242248,0.705062289432819,0.802872528078889,-6.83024418458301,Not
A4GNT,-0.00678085291514519,2.77858262851698,-0.380777462899798,0.705161592489673,0.802911891274159,-6.83029596390776,Not
CALM1,0.0449470385430297,6.95623392203465,0.380543625160518,0.705333908976843,0.803034374246354,-6.83038576480796,Not
KIR2DS4,0.0265170981672451,5.57019679793308,0.380352064769467,0.705475082666014,0.803049858337517,-6.83045928906423,Not
CHRNA9,0.00548105730690995,2.21872091332745,0.38034946042858,0.705477002051567,0.803049858337517,-6.83046028840276,Not
TIMM10,-0.0884483133293843,4.40120407398641,-0.379657120528908,0.7059873215993,0.803557011085263,-6.83072571216508,Not
CAPN9,-0.0123672161935091,2.54654719972384,-0.379262999278998,0.706277887058646,0.80375914385505,-6.8308765926314,Not
PLK4,-0.0552483614218122,4.69291121032473,-0.379118787212667,0.706384218309027,0.80375914385505,-6.8309317620719,Not
ATP2A3,0.0950264829933918,4.09000420356454,0.379110506721775,0.706390323906919,0.80375914385505,-6.83093492920482,Not
KCNS3,0.00637129022920835,2.64723755416916,0.379064665197381,0.706424125386108,0.80375914385505,-6.83095246148719,Not
HABP4,0.0462117920730165,6.19326581056692,0.378576797974212,0.706783893810982,0.804030892403004,-6.83113891784177,Not
SLC8B1,0.043249837228128,6.49070922928023,0.378564970915424,0.706792616292022,0.804030892403004,-6.83114343502403,Not
DUSP4,0.0916393230100381,3.08740293825747,0.37800411838023,0.707206291900703,0.804427699783972,-6.83135748394435,Not
DHODH,-0.00755577232601912,2.92903953651019,-0.37768697658859,0.707440250038111,0.804607322197871,-6.83147838129082,Not
NHLH2,0.00375245715252603,2.58822977895992,0.377614189756612,0.707493949519469,0.804607322197871,-6.83150611407002,Not
KCNC3,0.00474913182542025,2.05114016218648,0.377397931827427,0.707653505637919,0.804690239359449,-6.83158847996975,Not
JMJD1C,-0.0909285123925478,8.88828286509749,-0.377339504033778,0.70769661621647,0.804690239359449,-6.83161072524939,Not
COL6A1,-0.00281285110714991,1.89219270338587,-0.377064048023798,0.707899872738357,0.804802740408673,-6.83171555382689,Not
PAFAH2,-0.0542223526799885,4.93561433348268,-0.377029546787069,0.707925332408177,0.804802740408673,-6.83172867838734,Not
IL13,-0.0275573175366595,2.73891700392527,-0.376686270786129,0.708178666160122,0.805016955034735,-6.83185919846051,Not
MRPL52,0.00826783991009439,2.72029473913383,0.376045859127644,0.708651371833589,0.805480476984238,-6.83210237939456,Not
NFIL3,0.137564441078183,9.11781415101698,0.375725346164874,0.708887994947856,0.805675598033379,-6.83222393210292,Not
SHH,0.00444189676875073,1.77239949841814,0.375384682646452,0.709139526322839,0.805793354607496,-6.83235301388661,Not
KCNA5,-0.0133501666525229,2.58465573660462,-0.375357991430726,0.709159235360332,0.805793354607496,-6.83236312261597,Not
COLEC12,-0.0224027656733776,3.06962583025544,-0.375321057540873,0.709186508013821,0.805793354607496,-6.83237710936198,Not
EDDM3B,0.00484133741863113,2.55667869558899,0.375028392377593,0.709402630892351,0.805965084817975,-6.8324878923679,Not
ASIC2,-0.0103400482284228,2.53863651802921,-0.374688571041271,0.70965360726782,0.806176377628024,-6.83261641772921,Not
KMT2D,0.00690995154555374,2.58259191359443,0.373560331037987,0.710487106748925,0.806850010822119,-6.83304230413576,Not
TMEM206,0.016143006299457,2.97707973310292,0.373527711073917,0.710511210429897,0.806850010822119,-6.83305459848888,Not
GABRA3,0.00348899892241539,2.22284283478872,0.373476740535612,0.710548874393523,0.806850010822119,-6.83307380697478,Not
ETV2,0.0169304405268638,3.19006798692901,0.373458129670684,0.71056262681296,0.806850010822119,-6.83308081991711,Not
CNIH4,-0.112149088644049,7.59190956668648,-0.373445646814869,0.710571851020721,0.806850010822119,-6.8330855235097,Not
MUC8,-0.0509614204717534,6.58567492014504,-0.373019728122619,0.710886609935303,0.807133524627203,-6.83324591785302,Not
WDR3,0.110557170874578,5.34651571524219,0.372803330794614,0.711046549630101,0.807241222431317,-6.83332734003019,Not
MET,-0.0118020028493371,2.83585056869905,-0.372419927017936,0.711329956407152,0.807489058147346,-6.83347148515931,Not
KDR,-0.011267523180829,3.24131565328736,-0.372253419475816,0.711453049329897,0.80752204065901,-6.83353403970821,Not
CLDN18,0.00993689084231075,3.31890064891644,0.372204486432904,0.711489225213389,0.80752204065901,-6.83355241788083,Not
ISCA1,-0.0673645288521021,7.93065034576155,-0.371933698518348,0.711689429111866,0.807675358154861,-6.83365407644747,Not
UFSP2,0.0377046747298078,5.91663958868139,0.371650120690601,0.711899111112544,0.80780501954521,-6.83376045775429,Not
FZD5,0.00626285049825981,2.03622046473404,0.371603019226619,0.71193394087307,0.80780501954521,-6.83377811957504,Not
HAO2,-0.0265572127067908,3.1391818080034,-0.371216105819891,0.712220072287524,0.808055758926286,-6.83392311781726,Not
SNAP91,0.00749642706123854,2.4579365625,0.371110193226265,0.712298404404147,0.808070713420345,-6.83396278305963,Not
ZNF767P,-0.0624501247082927,3.03367404138825,-0.371007073146555,0.712374674214353,0.808083325798484,-6.83400139167197,Not
ABAT,0.00396755421352424,2.14137074171977,0.370609309943402,0.712668896214697,0.808343147668119,-6.8341502160727,Not
ELF5,0.00777235757379957,2.17592328255808,0.369712103149801,0.713332714567837,0.809022097547995,-6.83448532635343,Not
PPCS,-0.0396928562094354,7.53127158723879,-0.36949304195523,0.713494825961347,0.809131967303519,-6.83456702396066,Not
DPF3,-0.00954128285162437,2.70051208293988,-0.369319189092246,0.713623491447246,0.809180019590652,-6.83463182712902,Not
CSTF1,-0.044377209162318,3.50212955403906,-0.369206796960874,0.713706675393849,0.809180019590652,-6.83467370484941,Not
OR7E2P,0.00541317763142946,2.7502557165231,0.369108478345901,0.713779446098958,0.809180019590652,-6.83471032833767,Not
DSCR4,-0.00377447617908588,1.67881533130333,-0.369083193338965,0.71379816127883,0.809180019590652,-6.83471974538521,Not
ZNF137P,-0.0532456711739777,2.82076896634783,-0.368874515965356,0.713952624610342,0.809281155459886,-6.8347974398753,Not
MINDY2,-0.0559339553968137,3.13515658342731,-0.368387298211463,0.714313311150697,0.809603787488829,-6.83497867014051,Not
NEDD4L,-0.0175798441120771,2.28573636276597,-0.368313699139356,0.714367802167036,0.809603787488829,-6.83500602607073,Not
COL11A1,0.00381964413305313,1.88853965898947,0.368135376250469,0.714499834468328,0.809621166401231,-6.83507228411385,Not
TM4SF4,-0.00446384696970981,2.40649382289029,-0.367978486224738,0.71461600493847,0.809621166401231,-6.8351305521423,Not
NIPA2,0.0374908505055913,8.32230035964946,0.367901512340338,0.714673003364433,0.809621166401231,-6.83515913076087,Not
ADGRG1,0.0776415827636403,3.80545068007031,0.36787569743167,0.714692119426048,0.809621166401231,-6.83516871390727,Not
FSCN3,0.0104825974406841,2.48577741063655,0.367852202177593,0.714709517933329,0.809621166401231,-6.83517743535826,Not
MSRB2,0.0761070036772225,8.0766743603964,0.367655378634133,0.714855274061402,0.809712325496216,-6.83525047461782,Not
SLC10A2,0.0337912426863576,3.50915750755027,0.36752665330035,0.714950606410281,0.809746358442765,-6.8352982222937,Not
GIGYF2,0.0613383798706115,6.03564094558933,0.367009726961298,0.715333481777865,0.810106023967391,-6.83548979675143,Not
TUBB7P,0.00764822518046904,2.56652709913383,0.366845121738931,0.715455416599986,0.810170138965546,-6.83555074368288,Not
LTB4R2,-0.00398735267980843,2.48859387240761,-0.366687860525807,0.715571918200737,0.810228090327162,-6.83560894602786,Not
TTC31,-0.0482691343397832,6.48145127182982,-0.366402698129551,0.715783188489968,0.810393326046651,-6.83571442130486,Not
REV3L,0.0632431873416461,6.64249216883186,0.365772704672651,0.71625001595445,0.810787483617324,-6.83594715283568,Not
UNC5C,0.00438673346682794,2.38860204569022,0.365756439034032,0.71626207030517,0.810787483617324,-6.83595315639913,Not
TIMM22,0.0445261150679679,4.75863259730129,0.365537992955009,0.716423966243741,0.810896737846424,-6.83603375800761,Not
CEL,0.0396332373457362,3.08513080629416,0.365341844163738,0.716569348323689,0.810949496801738,-6.8361060916408,Not
KCNA2,-0.00576669206267866,2.52541872405197,-0.36529867601148,0.716601345234786,0.810949496801738,-6.83612200554452,Not
PLA2G2F,0.00901361348100904,3.10364590341202,0.364728327587256,0.717024144690389,0.811353933636976,-6.83633208852093,Not
SMC2,-0.156767274356612,3.70590659416033,-0.363764865011974,0.717738563356601,0.812088250438964,-6.83668623055418,Not
WDR25,-0.0165047237926061,2.93514376266984,-0.363352121302852,0.718044695730244,0.812360518210546,-6.83683765875234,Not
CAV3,-0.0131929302543266,2.23202057913893,-0.363217881647402,0.718144271488916,0.812374710085817,-6.83688687202291,Not
CDKN3,-0.217389172341946,4.73995903045482,-0.36315861397602,0.718188236401757,0.812374710085817,-6.83690859424582,Not
SLC8A1,0.0393293227609961,2.29533390478227,0.362220043817087,0.718884598676695,0.813088243423951,-6.8372521202795,Not
SLC6A4,0.0195061148603362,2.62892771714334,0.362114173816057,0.718963162969502,0.813102955257658,-6.83729081428977,Not
KLK11,0.0112275433409281,2.48381971664776,0.362017304033478,0.719035051045836,0.81311011470838,-6.83732620899411,Not
DESI2,-0.0791198738971133,7.15677464917867,-0.361581322868457,0.719358629016764,0.813401866687475,-6.83748539316306,Not
NIPAL3,0.00967221746304014,3.48936135474524,0.36148258877007,0.719431915045823,0.813410578150715,-6.83752141618522,Not
UGP2,0.0490918290092566,9.74440454016916,0.361339704884851,0.719537976263099,0.81345634122607,-6.83757352988819,Not
ANXA6,-0.0866744503870152,8.4663011581892,-0.360982970321792,0.71980280096724,0.813602683413004,-6.83770355143749,Not
GOLGA1,0.0360869884968746,5.78755034986855,0.360968055644897,0.719813873752036,0.813602683413004,-6.83770898471381,Not
GAL3ST1,-0.005031595017849,2.36987193317663,-0.360860604377682,0.719893648295447,0.813602683413004,-6.83774812160254,Not
SYN1,-0.00869043821171855,2.02813702069327,-0.360748697677262,0.719976734017145,0.813602683413004,-6.83778886897583,Not
GGA2,0.0855699853082994,6.97747273522147,0.360694524339252,0.720016956526737,0.813602683413004,-6.83780859001251,Not
FCF1,0.0517639546601556,5.18363734646739,0.360635198099268,0.720061005871526,0.813602683413004,-6.83783018351232,Not
LINC00260,0.0282410780390032,5.17457095911855,0.360493297480636,0.720166370048372,0.81364761228912,-6.83788181801957,Not
SHANK1,-0.00532299473719844,2.23453088355774,-0.360376543577361,0.720253066383086,0.813671443879171,-6.83792428704188,Not
NGB,-0.0170135481129834,2.48179294119531,-0.359829438969191,0.720659371819706,0.81405630133696,-6.8381231131543,Not
SHPK,0.0144420121338351,3.30507249988519,0.359094729003791,0.721205130012025,0.814598600085525,-6.83838964543944,Not
CALB2,-0.00990952839627335,3.42139358742799,-0.358552778372391,0.721607796558173,0.814979193290022,-6.83858590290066,Not
NRDC,-0.0398159148130386,9.51898439694463,-0.357773539498786,0.722186906825499,0.815486065971031,-6.83886757341893,Not
C1orf115,-0.0109247065025246,2.50359480807269,-0.357771940255574,0.722188095511232,0.815486065971031,-6.83886815086889,Not
ITIH5,0.0260580576557099,2.18480584446671,0.357676944245154,0.722258705403594,0.815491554221282,-6.83890244714045,Not
KANK2,0.138570103176564,4.39082607906148,0.357579982413848,0.722330778999384,0.815498693967718,-6.83893744379104,Not
AFDN-DT,0.00453535207800515,2.70899829930299,0.356703182868156,0.722982636572231,0.816160338709874,-6.83925348063324,Not
ECI2,0.138500157444234,5.85350473112025,0.356409472918984,0.723201042049141,0.816332592331225,-6.83935917402868,Not
GSTM2,-0.113624351758229,6.79211833670041,-0.35624312408492,0.723324750943949,0.816397933020093,-6.83941899731632,Not
NCAPH,-0.0961911046087134,3.39199171655435,-0.355285465041935,0.724037079984763,0.81712756169709,-6.83976285584649,Not
ARPIN,0.0135241704662286,3.58186041396298,0.355147934092329,0.724139399004869,0.817168680361877,-6.83981216234194,Not
GPR157,0.00394398135871477,2.20627311233696,0.35480666226404,0.724393317305849,0.817299557592934,-6.83993443039342,Not
TNK2,0.0135601870013846,2.80297293284205,0.354746780261269,0.724437874865338,0.817299557592934,-6.83995587236866,Not
C21orf91,-0.136932269612919,4.52959780733322,-0.354726369305389,0.724453062660382,0.817299557592934,-6.8399631801063,Not
DBP,0.0111755407091945,3.74668807649966,0.354274685958247,0.724789188978215,0.817604393896935,-6.84012478936112,Not
ARHGEF38,0.0127388824768033,3.45594209328261,0.354034505248568,0.724967945061474,0.81771504610587,-6.84021064101247,Not
TRIL,0.00415767550528923,2.72558391672486,0.353965725809422,0.725019137468859,0.81771504610587,-6.84023521528927,Not
SVEP1,0.0211186080449526,3.55886706784715,0.35362490739951,0.725272826713127,0.817840555913364,-6.84035691659769,Not
CBY1,-0.0517074133859983,3.91927745442221,-0.353595514700532,0.725294706720477,0.817840555913364,-6.8403674068434,Not
CABIN1,0.0840138869729588,6.86547998784069,0.353550473027643,0.725328236317585,0.817840555913364,-6.84038348052089,Not
TGFB1,0.0309051380295058,3.22695004588791,0.353041310953249,0.725707300914495,0.818193587241386,-6.8405650396921,Not
ELAC2,-0.0101231979593139,2.55079000296637,-0.352336061759261,0.72623246457405,0.818711257781489,-6.84081609063294,Not
SMIM8,0.0809118223776455,4.53138593065591,0.352239510468481,0.72630437183114,0.818717906372956,-6.84085042160872,Not
TBC1D12,0.119126485475663,3.03244364733628,0.351838295706793,0.726603206062345,0.818980331224215,-6.84099298228414,Not
R3HDM2,0.0254024846213969,7.76397581090285,0.351546673488934,0.726820440171119,0.819150742339154,-6.84109650085077,Not
RAB9A,-0.0539974461694106,7.23955265384919,-0.351424491329865,0.72691146238848,0.819178890423798,-6.84113984707564,Not
LRRC8D,0.0685363393296257,8.94478544592935,0.351233644530695,0.727053645772572,0.819232238317116,-6.84120752328153,Not
GPR31,-0.00250116169272929,1.67182190077921,-0.351183636845469,0.7270909037648,0.819232238317116,-6.84122525046774,Not
MREG,-0.104193916888462,3.55885496233152,-0.350788796631089,0.727385101040487,0.819489273158794,-6.84136512892129,Not
ZNF146,-0.0968916156872588,8.37312872537636,-0.350180817218451,0.72783819054211,0.81992525679326,-6.84158020933955,Not
SULT2B1,0.00477565891754406,3.18292158930639,0.349965602423489,0.727998600412184,0.819984167282732,-6.84165625538039,Not
SPARCL1,0.00789406412121441,3.81589309424423,0.349933259470534,0.728022708225224,0.819984167282732,-6.84166767972808,Not
SCGB1D2,-0.00361429986760786,2.64977102635666,-0.349831624432593,0.728098466831684,0.819995031700116,-6.84170357295544,Not
GOLPH3L,-0.0945538428813704,5.43834708460598,-0.34922438073189,0.728551162579157,0.820430367665633,-6.84191780987322,Not
ZMYND11,0.078313440827225,8.01361664226359,0.348925785346268,0.728773799167787,0.820606575676629,-6.84202301922358,Not
PRKAR2A,-0.0422710145672474,7.96148802622554,-0.348739070814426,0.728913027960782,0.82068884221111,-6.84208876214752,Not
SPCS2,0.0600295077420121,8.54453786058832,0.3486255953211,0.728997648579176,0.820709615623811,-6.84212870021863,Not
EPHA2,0.0203025848152043,2.84718851120958,0.3479614757624,0.729492962311606,0.821176030784287,-6.8423621800564,Not
VPS16,-0.0379275512768587,7.15297084118138,-0.347815915804733,0.729601539457105,0.821176030784287,-6.84241329438717,Not
PNISR,0.0715914378076352,9.18985177668376,0.347792862433523,0.729618736110078,0.821176030784287,-6.84242138777801,Not
MELK,0.125928105614842,6.43739262850611,0.34771505899325,0.72967677459273,0.821176030784287,-6.84244869844074,Not
TFF2,0.00650500083858363,2.67113244516848,0.347464620633703,0.729863603194082,0.821311764690274,-6.84253656636905,Not
XIAP,-0.0107170130333545,2.42215772647962,-0.347187906418271,0.730070053025008,0.821469551634688,-6.84263358012969,Not
TEKT2,0.00947873751412187,2.55945731718512,0.34672423311092,0.730416033869108,0.821784294999868,-6.84279596790428,Not
ODAM,0.00386795627217618,2.66564783701868,0.346571596056128,0.73052994004125,0.82178634473597,-6.84284937726682,Not
MAPT,0.0227322805483183,3.34653218016304,0.346544184326848,0.73055039683328,0.82178634473597,-6.84285896645094,Not
TTC22,0.0104690529371987,2.36633361280231,0.346455439066893,0.730616626897004,0.82178634473597,-6.84289000618508,Not
INSL6,-0.00275266498966431,2.27321531045822,-0.346236664570857,0.730779905878667,0.821863060222772,-6.84296649145323,Not
TIMM17B,0.0393827634069135,6.90150184134443,0.346108559293969,0.730875521136798,0.821863060222772,-6.84301125574866,Not
VTI1B,0.0438269948970547,8.3263109382877,0.346097707043801,0.730883621241407,0.821863060222772,-6.84301504713311,Not
KCNA4,-0.0112670786893023,3.17208386150374,-0.345462559607988,0.731357748417371,0.822216366187058,-6.84323673874273,Not
RRP12,0.0587362189087131,5.65598431110088,0.345461749893229,0.731358352923938,0.822216366187058,-6.84323702110674,Not
HECTD3,0.0532770248355803,5.86303435059715,0.345396056311866,0.731407398178393,0.822216366187058,-6.84325992760194,Not
KLHL3,0.0597800285024643,4.48427540321773,0.345234145062615,0.731528282083105,0.822216366187058,-6.84331636544298,Not
NR1I3,0.0075134652858182,2.31718054964538,0.345232814864028,0.731529275245843,0.822216366187058,-6.84331682900487,Not
TEK,-0.0113386282570325,2.81772783467731,-0.34486208732711,0.731806088708264,0.822452964683635,-6.84344595487602,Not
HS1BP3,0.0477655943522244,6.57883144876121,0.344767518109494,0.731876707078772,0.822457805372657,-6.84347887161886,Not
SLC28A3,0.00671415234062378,1.82751135702548,0.344591849621066,0.732007891536903,0.822530701099131,-6.84353999278246,Not
TRPV5,-0.00919718202205333,2.84603030890999,-0.344220870271932,0.732284955442844,0.82276748821067,-6.84366896756168,Not
CHD1,-0.0725322608154375,8.54028271902446,-0.343997064009016,0.732452121379773,0.822843298079477,-6.84374670927602,Not
KIF1A,-0.00383604091334044,2.55352081982609,-0.343952896278163,0.732485112802991,0.822843298079477,-6.84376204551002,Not
STMN2,-0.00379416455324622,2.65652199241372,-0.343801281605839,0.732598366425495,0.822895991557273,-6.84381467533348,Not
CRYAA,0.00316962423347378,1.79582123705707,0.343354399385873,0.732932214971252,0.823190000698876,-6.84396966675536,Not
POU4F3,-0.00433789305805243,2.43764376708322,-0.343067182733368,0.733146811079581,0.823190000698876,-6.84406917577426,Not
GPBP1L1,-0.0422577103123203,7.94330181584681,-0.342999956529736,0.733197042763726,0.823190000698876,-6.84409245498686,Not
P3H3,0.00672242510841281,2.89922725807677,0.3429932885085,0.733202025199838,0.823190000698876,-6.84409476375405,Not
P2RX6,-0.0174114926309481,2.63049943798845,-0.342943858611589,0.733238960253034,0.823190000698876,-6.84411187720298,Not
EYA1,0.00581464469615378,2.44097765563621,0.34291793001725,0.733258334896491,0.823190000698876,-6.84412085313072,Not
C10orf95,-0.013533648892968,3.22421443427242,-0.34282257283566,0.733329590227191,0.823195484440931,-6.84415385795156,Not
CTAGE1,0.00324584259374916,2.36453201550374,0.342586942913438,0.733505674071863,0.823318631268174,-6.84423537451168,Not
ARL4D,-0.0127748933507812,3.91765744639436,-0.342461322896772,0.733599554556312,0.823349495535421,-6.84427881017894,Not
MSH2,0.124219713623439,6.68976140591406,0.342049005671634,0.733907723400539,0.823620837254513,-6.84442126585406,Not
SS18L1,-0.0793123485449536,5.65963835730876,-0.341600968296258,0.734242639980665,0.823922144547198,-6.84457586930383,Not
NCAPD3,0.0587440486477142,6.42941873677819,0.341288361189587,0.73447635078287,0.824109840669435,-6.8446836206827,Not
TBC1D2B,0.0730557318084761,7.27612181863621,0.340785067199866,0.734852676002455,0.824457507051872,-6.84485689302514,Not
CUX2,0.00688084589357096,2.84197007647452,0.340009886842565,0.7354324260287,0.824887156493079,-6.84512327184857,Not
SPA17,-0.0342317879504779,3.3357830182337,-0.339874343819651,0.735533813382041,0.824887156493079,-6.84516978714146,Not
CCL16,-0.00737686659380765,2.54221567319769,-0.339814787729251,0.735578363358812,0.824887156493079,-6.84519021960702,Not
CXCL9,-0.0331102656003588,2.21791201160666,-0.339810467012,0.735581595437716,0.824887156493079,-6.84519170181735,Not
RNF11,-0.0675710144707917,9.23514138333084,-0.339739932539448,0.735634358884997,0.824887156493079,-6.84521589582556,Not
DCK,-0.0783790251292675,8.30026854195924,-0.339739513846327,0.735634672093038,0.824887156493079,-6.84521603942644,Not
FRMD8,0.0168917741917669,4.41879402913145,0.339560781627872,0.735768378862667,0.82496250253423,-6.84527732386398,Not
FBXO46,-0.0490600449975966,4.79652635315387,-0.338957112638201,0.73622003531183,0.825394296119734,-6.84548407519344,Not
GCN1,-0.0537007743007196,7.2283717537106,-0.338862129191649,0.736291109143877,0.825399369731698,-6.84551657286625,Not
FZD1,-0.0734613050992179,4.31396884058798,-0.338251131353345,0.736748359890703,0.825837316558914,-6.84572540328678,Not
PRB1,0.0234301578962137,4.67331743544973,0.337673194975519,0.737180957213589,0.826190186974924,-6.84592258870323,Not
HTR1D,-0.00629454720613065,2.47731603419871,-0.337624335731366,0.737217533316162,0.826190186974924,-6.84593924355034,Not
CDKL1,-0.0100403984089539,3.45168832033254,-0.337544870843943,0.737277022162602,0.826190186974924,-6.84596632594516,Not
FZD4,0.0070042360894238,3.18880533626461,0.337474623212065,0.737329612160399,0.826190186974924,-6.84599026172938,Not
ADGRD2,0.00943817091947396,3.22824194628329,0.337158800858009,0.737566064258468,0.82632078587745,-6.84609781203414,Not
LRIT1,-0.00252894416027472,2.01346456385632,-0.337140976544303,0.737579409856426,0.82632078587745,-6.84610387894835,Not
PRR5L,-0.0756439725196523,3.80750550737908,-0.336431732731695,0.738110508283158,0.826841097745305,-6.84634502737971,Not
UBE4B,-0.0722455736765619,5.090642460857,-0.336321280142396,0.738193229412843,0.826859082850853,-6.84638253665222,Not
SERPIND1,0.00318841534134506,2.44194930424694,0.335967618206654,0.738458118110936,0.827012286648805,-6.8465025564432,Not
ZNF606,0.0253774473847992,4.90990300535802,0.335960617801678,0.738463361657302,0.827012286648805,-6.8465049308539,Not
PTCH1,0.0122434216177902,3.76069501943682,0.335798173443975,0.738585041651965,0.827073877899,-6.84656001521672,Not
ARSA,-0.0462042995906238,2.31365354063553,-0.335550305934414,0.73877072145183,0.827207119090643,-6.84664401521814,Not
GUCY2F,-0.00287664036021518,2.46178299967425,-0.334756181176597,0.739365713511073,0.827798604863498,-6.84691272114039,Not
ACVR2A,0.0519779029859393,6.15679031240931,0.33466290257176,0.739435612403976,0.827802139240591,-6.84694424200376,Not
SERPINA7,-0.013110288034675,2.46178884640014,-0.334556205964219,0.739515568887394,0.827816931490104,-6.84698028638453,Not
MICA,-0.0621577340821506,4.82609803548879,-0.334312039476018,0.739698553730974,0.827947041054532,-6.84706272798266,Not
GBAP1,0.0591894884081166,6.83609863262364,0.333884310870277,0.740019141601608,0.828177045281037,-6.84720700406705,Not
ATP6V0A2,-0.00246072623623883,2.04056628691338,-0.333859702761349,0.740037587103905,0.828177045281037,-6.84721529897682,Not
SLC4A10,0.0111454066445318,3.35097119039912,0.33369744293559,0.74015921608356,0.828238429906567,-6.8472699783445,Not
RP2,-0.0728700937115985,5.52397874888995,-0.333408380664582,0.74037591204263,0.828406173844361,-6.84736732289338,Not
TUBG1,0.152953121651622,6.11774312645788,0.333303951765132,0.740454202559209,0.828419039720537,-6.84740246970721,Not
TMEM106B,0.0951056183475343,4.89294145625,0.332401532443608,0.741130863478383,0.829101298793396,-6.84770573349373,Not
DNASE1L2,-0.0243336662269837,2.21522366154416,-0.332275313024968,0.741225523075994,0.829132410056958,-6.84774808511982,Not
NRTN,-0.00257916168563721,2.00424114404857,-0.332029038967704,0.74141023058331,0.829200306988068,-6.84783067376298,Not
HIST1H2AC,0.177211239203551,8.45586453047384,0.332016105751257,0.741419931024564,0.829200306988068,-6.84783500926665,Not
CBFA2T2,0.0517861734161666,5.7104614637697,0.331722757008174,0.741639965983891,0.829371607438301,-6.84793330119918,Not
BARX1,0.0133455882099756,2.79149273781284,0.331493320803335,0.741812076659516,0.829489288388746,-6.84801011779888,Not
ICOSLG,-0.00961989762331728,2.36392324847011,-0.330800573045904,0.742331819660374,0.829995633214426,-6.84824173293389,Not
LOC51145,-0.0167618857462708,2.76733639737296,-0.330514487217391,0.742546494721865,0.830068154782577,-6.84833724296066,Not
TADA3,-0.00507025179915921,3.09843800199389,-0.330423561413744,0.742614728590848,0.830068154782577,-6.8483675814061,Not
PITPNM3,0.00297767022518292,2.10773166213825,0.330420980105262,0.742616665724563,0.830068154782577,-6.84836844256826,Not
SMG6,-0.00735862985090252,2.55713176386413,-0.33035739871413,0.742664380683888,0.830068154782577,-6.8483896521344,Not
